uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C
P26263	YGR087C	0.00000669	0.00000728	0.00000746	0.00000838	0.00000927	0.00000909	0.00000977	0.0000107	0.00000739	0.00000567	0.00000548	0.0000058
Q00955	YNR016C	0.00000746	0.00000804	0.00000713	0.00000694	0.00000842	0.00000843	0.00000643	0.00000707	0.00000774	0.00000764	0.00000802	0.00000798
Q01574	YAL054C	0.000025	0.0000253	0.0000282	0.0000299	0.0000305	0.0000354	0.0000161	0.0000208	0.000021	0.0000165	0.00002	0.0000182
P52910	YLR153C	0.000012	0.0000107	0.0000115	0.00000965	0.0000105	0.00000976	0.00000695	0.0000124	0.0000111	0.0000111	0.0000106	0.0000136
P00830	YJR121W	0.0000618	0.0000685	0.0000555	0.0000524	0.0000568	0.0000509	0.0000656	0.0000624	0.0000537	0.0000802	0.0000708	0.0000847
P16861	YGR240C	0.0000088	0.00000919	0.00000857	0.00000926	0.0000123	0.0000107	0.00000648	0.0000066	0.0000122	0.0000134	0.0000158	0.0000124
P16862	YMR205C	0.00000454	0.00000376	0.00000416	0.0000045	0.00000632	0.00000466	0.00000355	0.00000459	0.00000477	0.00000637	0.00000557	0.0000066
P00549	YAL038W	0.0000494	0.0000552	0.0000527	0.000053	0.0000575	0.0000577	0.0000425	0.0000538	0.0000458	0.0000499	0.0000534	0.0000574
P52489	YOR347C	0.000000493	0.000000994	0.000000739	0.00000123	0.000000697	0.000000538	0.00000103	0.00000113	0.000000238	0.000000418	0.000000942	0.000000792
Q02207	YKR009C	0.0000133	0.0000128	0.0000146	0.0000176	0.0000146	0.0000173	0.000011	0.0000132	0.0000129	0.0000149	0.0000129	0.0000163
P06105	YJL080C	0.00000374	0.00000408	0.00000289	0.00000385	0.000004	0.00000499	0.00000402	0.00000388	0.00000368	0.00000406	0.00000298	0.00000294
P16521	YLR249W	0.0000187	0.0000172	0.0000165	0.0000118	0.0000136	0.0000131	0.0000129	0.0000136	0.0000155	0.0000197	0.0000215	0.000019
P53978	YNL014W	0.00000308	0.00000375	0.00000348	0.00000511	0.00000459	0.00000631	0.00000277	0.00000305	0.00000313	0.00000225	0.00000165	0.00000182
P19414	YLR304C	0.0000145	0.000016	0.0000134	0.000015	0.0000147	0.0000164	0.0000137	0.0000147	0.0000137	0.0000153	0.0000161	0.0000168
P39533	YJL200C	0.00000537	0.00000676	0.00000586	0.00000505	0.00000559	0.00000548	0.00000531	0.00000616	0.00000639	0.00000369	0.00000607	0.00000454
P54115	YPL061W	0.0000426	0.000042	0.0000394	0.0000356	0.0000443	0.0000361	0.0000407	0.0000457	0.0000448	0.0000829	0.000108381	0.0000934
P02829	YPL240C	0.000015	0.0000327	0.0000243	0.0000388	0.0000404	0.0000488	0.000029	0.0000271	0.0000271	0.0000379	0.0000278	0.0000198
P00924	YGR254W	0.000043	0.0000476	0.0000492	0.0000325	0.0000504	0.0000376	0.000052	0.0000584	0.0000535	0.0000662	0.0000667	0.0000572
P38689	YHL011C	0.00000211	0.00000198	0.00000193	0.00000244	0.00000254	0.00000302	0.00000204	0.00000345	0.00000187	0.00000296	0.0000031	0.00000318
P38063	YBL068W	0	0.00000137	0.000000664	0.000000162	0.000000875	0.000000566	0.000000382	0.000000772	0.000000845	0.00000044	0.000000461	0.000000711
P38620	YER099C	0	0.000000927	0.000000375	0.000000168	0.000000495	0.000000208	0.00000014	0.000000436	0.000000477	0.000000456	0.000000169	0.000000402
P14540	YKL060C	0.0000682	0.0000778	0.000082	0.0000465	0.000066	0.0000539	0.0000819	0.00008	0.000077	0.000105183	0.0000951	0.000102633
P31539	YLL026W	0.0000188	0.0000207	0.0000175	0.0000208	0.0000254	0.0000236	0.0000185	0.0000207	0.0000218	0.0000118	0.0000131	0.0000104
P32589	YPL106C	0.0000161	0.0000162	0.000015	0.0000152	0.0000175	0.0000151	0.0000154	0.0000145	0.0000143	0.000025	0.0000288	0.0000281
P32590	YBR169C	0.00000739	0.00000777	0.00000746	0.00000732	0.0000108	0.00000758	0.00000419	0.00000787	0.00000655	0.00000703	0.00000542	0.00000552
P06168	YLR355C	0.0000591	0.0000705	0.000056	0.0000378	0.0000393	0.0000408	0.000053	0.0000596	0.0000538	0.0000375	0.0000498	0.0000488
P38009	YMR120C	0.0000197	0.0000191	0.0000174	0.0000114	0.0000155	0.0000128	0.0000166	0.0000195	0.0000221	0.0000211	0.0000271	0.0000228
P54113	YLR028C	0.00000883	0.00000987	0.00000734	0.00000684	0.00000811	0.00000845	0.00000733	0.00000999	0.00000986	0.00000569	0.00000834	0.00000921
P0CS90	YJR045C	0.0000188	0.0000219	0.0000268	0.0000201	0.0000275	0.0000226	0.0000178	0.0000236	0.0000178	0.0000228	0.0000233	0.0000306
P07262	YOR375C	0.0000314	0.0000315	0.0000291	0.0000204	0.000024	0.0000274	0.0000587	0.0000586	0.0000542	0.0000577	0.000063	0.0000551
P39708	YAL062W	0.00000518	0.00000542	0.00000447	0.0000051	0.00000475	0.000007	0.000014	0.000014	0.0000169	0.0000103	0.000013	0.0000085
P47169	YJR137C	0.0000087	0.0000106	0.00000874	0.00000633	0.00000718	0.00000523	0.0000076	0.00000855	0.00000936	0.00000815	0.00000695	0.00000753
P19358	YDR502C	0.0000363	0.0000327	0.0000312	0.0000262	0.0000261	0.0000337	0.0000308	0.000035	0.0000263	0.0000319	0.0000264	0.0000241
P10659	YLR180W	0.0000249	0.0000234	0.0000174	0.0000141	0.0000166	0.0000233	0.0000192	0.0000222	0.00002	0.0000243	0.000017	0.0000168
P07251	YBL099W	0.0000327	0.0000397	0.0000302	0.0000249	0.0000317	0.0000279	0.0000305	0.0000385	0.0000282	0.0000368	0.0000368	0.0000419
P07245	YGR204W	0.0000116	0.0000116	0.00000969	0.0000119	0.000011	0.000011	0.00000936	0.0000076	0.00000894	0.0000101	0.0000106	0.0000092
P09440	YBR084W	0.00000129	0.00000174	0.00000129	0.00000164	0.000000879	0.000000716	0.00000152	0.0000015	0.00000115	0.00000157	0.00000131	0.00000139
P17255	YDL185W	0.0000096	0.00000959	0.00000997	0.00000903	0.00000999	0.0000126	0.0000085	0.00000881	0.0000108	0.0000106	0.00000909	0.0000109
P38720	YHR183W	0.0000243	0.000021	0.0000238	0.0000182	0.0000223	0.000017	0.0000222	0.0000197	0.0000224	0.0000308	0.0000295	0.0000279
P53319	YGR256W	0.0000109	0.00000956	0.0000108	0.0000116	0.0000134	0.0000111	0.0000102	0.0000125	0.0000123	0.00000985	0.00000969	0.0000109
P11154	YGL062W	0.0000065	0.0000054	0.00000599	0.00000687	0.00000597	0.00000629	0.00000497	0.00000506	0.00000554	0.00000615	0.00000889	0.00000747
0	0	0.00000364	0.00000341	0.00000855	0.00000448	0.00000334	0.00000728	0.00000374	0.00000294	0.00000746	0.0000043	0.00000593	0.00000379
P17709	YCL040W	0.0000175	0.0000195	0.0000157	0.0000176	0.0000176	0.0000199	0.0000111	0.0000205	0.0000185	0.0000199	0.0000201	0.000021
Q04409	YDR516C	0.00000618	0.00000474	0.00000391	0.00000597	0.00000734	0.00000871	0.00000295	0.00000325	0.00000231	0.00000624	0.0000071	0.00000461
P05030	YGL008C	0.00000981	0.00000818	0.00000984	0.0000107	0.0000108	0.0000107	0.0000075	0.00000736	0.0000111	0.0000141	0.0000176	0.0000115
P19657	YPL036W	0.00000578	0.00000487	0.00000604	0.00000826	0.00000734	0.00000731	0.0000047	0.00000493	0.00000679	0.00000854	0.00000863	0.00000647
P06106	YLR303W	0.0000371	0.0000405	0.0000319	0.0000287	0.0000288	0.0000249	0.0000327	0.0000301	0.0000361	0.0000315	0.0000373	0.0000313
P37291	YLR058C	0.0000166	0.000018	0.0000201	0.0000131	0.0000137	0.0000181	0.0000198	0.0000226	0.0000187	0.0000155	0.0000155	0.0000164
P37292	YBR263W	0.00000697	0.00000772	0.00000715	0.00000562	0.0000038	0.00000568	0.00000559	0.00000667	0.00000618	0.00000539	0.00000463	0.0000052
P23254	YPR074C	0.00000854	0.00000984	0.00000841	0.00000631	0.00000741	0.00000638	0.00000849	0.00000691	0.00000842	0.00000977	0.0000102	0.00000709
P33315	YBR117C	0.00000542	0.00000398	0.00000296	0.00000408	0.00000356	0.00000423	0.00000492	0.00000613	0.00000631	0.00000886	0.0000121	0.00000743
P19882	YLR259C	0.0000177	0.0000208	0.000023	0.0000284	0.0000264	0.0000322	0.0000158	0.0000212	0.0000197	0.0000229	0.0000219	0.0000208
P60010	YFL039C	0.0000478	0.0000434	0.0000481	0.000052	0.0000556	0.000041	0.0000386	0.0000351	0.0000438	0.0000472	0.0000334	0.0000427
P20967	YIL125W	0.00000814	0.00000883	0.00000823	0.0000114	0.0000118	0.00000992	0.00000844	0.00000872	0.00000954	0.0000128	0.0000111	0.000011
P32191	YIL155C	0.0000204	0.0000166	0.0000151	0.0000216	0.0000258	0.0000274	0.000014	0.0000149	0.0000163	0.000019	0.0000175	0.0000204
P22137	YGL206C	0.00000406	0.00000469	0.00000432	0.00000413	0.00000521	0.00000426	0.00000288	0.00000393	0.00000549	0.00000357	0.00000566	0.00000386
P18239	YBL030C	0.0000499	0.0000385	0.0000526	0.0000424	0.0000492	0.0000524	0.0000367	0.0000375	0.0000426	0.0000552	0.0000652	0.0000457
P25694	YDL126C	0.00000926	0.000011	0.00000848	0.00000782	0.0000108	0.0000114	0.0000113	0.0000124	0.000012	0.0000122	0.0000108	0.0000122
Q12680	YDL171C	0.00000225	0.00000202	0.00000268	0.00000182	0.00000132	0.00000185	0.00000326	0.00000339	0.00000436	0.00000306	0.00000301	0.00000278
P08566	YDR127W	0.000004	0.00000435	0.00000371	0.00000312	0.00000367	0.00000306	0.00000294	0.00000311	0.00000397	0.00000237	0.00000341	0.00000384
P00942	YDR050C	0.0000523	0.000063	0.0000561	0.0000616	0.000057	0.000065	0.0000476	0.0000697	0.0000642	0.0000777	0.0000765	0.0000772
Q12460	YLR197W	0.0000119	0.00000922	0.000012	0.00000928	0.00000725	0.00000794	0.00000877	0.00000797	0.00000932	0.0000101	0.0000119	0.00000837
Q12499	YOR310C	0.00000489	0.00000458	0.00000417	0.00000527	0.00000449	0.00000534	0.000004	0.00000396	0.00000388	0.0000046	0.00000531	0.00000489
P29311	YER177W	0.0000469	0.0000459	0.0000312	0.0000432	0.000043	0.0000443	0.0000377	0.0000432	0.0000453	0.0000397	0.0000361	0.0000334
P34730	YDR099W	0.0000456	0.0000427	0.0000318	0.0000402	0.00004	0.0000409	0.0000351	0.0000456	0.000046	0.0000369	0.0000369	0.0000325
P00815	YCL030C	0.00000825	0.00000967	0.00000842	0.00000658	0.00000832	0.00000772	0.00000728	0.00000636	0.00000877	0.00000699	0.00000841	0.00000802
Q00055	YDL022W	0.00000811	0.00000916	0.00000936	0.000011	0.0000106	0.0000126	0.00000919	0.00000863	0.0000102	0.0000633	0.000071	0.0000744
P41911	YOL059W	0.00000265	0.00000346	0.00000427	0.00000429	0.00000624	0.00000403	0.00000127	0.00000394	0.00000192	0.00000361	0.00000544	0.00000318
P15019	YLR354C	0.0000194	0.0000218	0.0000172	0.0000206	0.000019	0.0000254	0.0000223	0.00002	0.0000195	0.0000295	0.0000207	0.0000216
P53228	YGR043C	0.00000329	0.00000691	0.00000648	0.0000091	0.00000947	0.0000112	0.00000613	0.00000835	0.00000914	0.0000134	0.000012	0.00000848
P41939	YLR174W	0.0000115	0.0000125	0.0000126	0.0000125	0.0000139	0.0000165	0.0000156	0.0000138	0.0000118	0.00000977	0.0000118	0.000012
P21954	YDL066W	0.00000708	0.0000126	0.00000759	0.00000821	0.00000784	0.00000931	0.0000105	0.0000102	0.00000757	0.00000724	0.0000119	0.00000875
P53982	YNL009W	0.00000232	0.00000371	0.00000276	0.0000035	0.00000169	0.00000109	0.00000249	0.00000274	0.00000124	0.00000085	0.00000164	0.00000138
P38972	YGR061C	0.00000428	0.00000418	0.00000395	0.00000377	0.00000359	0.00000367	0.00000372	0.00000346	0.00000448	0.00000395	0.00000521	0.00000422
P46655	YGL245W	0.0000109	0.0000111	0.00000862	0.00001	0.00000997	0.00000925	0.0000115	0.00000839	0.000011	0.0000123	0.0000138	0.00000847
P22768	YOL058W	0.0000378	0.0000297	0.0000337	0.0000249	0.0000291	0.0000224	0.0000233	0.0000266	0.000024	0.00000811	0.0000131	0.0000139
P07244	YGL234W	0.0000116	0.00001	0.00000869	0.00000831	0.00000942	0.00000809	0.00000724	0.00000831	0.00000986	0.00000833	0.00000989	0.00000766
Q12122	YDL131W	0.0000164	0.0000162	0.0000176	0.0000129	0.0000185	0.0000141	0.0000163	0.0000148	0.0000153	0.0000214	0.0000197	0.0000173
P48570	YDL182W	0.0000152	0.0000134	0.0000139	0.00000688	0.0000148	0.0000128	0.0000119	0.0000123	0.0000135	0.0000153	0.0000152	0.0000128
P39692	YFR030W	0.00000587	0.00000768	0.00000682	0.00000424	0.00000441	0.00000468	0.00000626	0.00000615	0.00000726	0.00000829	0.00000756	0.00000682
P22515	YKL210W	0.00000682	0.00000532	0.00000625	0.00000707	0.00000708	0.00000743	0.00000524	0.00000483	0.00000553	0.00000814	0.00000796	0.00000817
P33416	YDR258C	0.00000967	0.00000985	0.0000102	0.0000124	0.0000113	0.0000129	0.00000774	0.00000783	0.00000749	0.00000525	0.00000682	0.00000722
P33442	YLR441C	0.0000392	0.0000408	0.0000334	0.0000403	0.0000304	0.0000405	0.0000386	0.000037	0.0000386	0.0000505	0.0000487	0.0000375
P23248	YML063W	0.0000392	0.0000387	0.0000288	0.0000403	0.0000286	0.0000383	0.0000439	0.0000318	0.0000425	0.0000505	0.0000487	0.0000375
P40825	YOR335C	0.00000754	0.00000767	0.00000503	0.00000581	0.00000549	0.0000062	0.00000508	0.00000636	0.00000697	0.00000694	0.00000728	0.00000636
P14832	YDR155C	0.0000367	0.0000438	0.0000455	0.0000476	0.0000429	0.0000299	0.000037	0.0000407	0.0000384	0.0000284	0.0000218	0.0000183
P53691	YLR216C	0.00000859	0.00000543	0.00000669	0.0000113	0.0000118	0.00000937	0.00000561	0.00000542	0.00000761	0.00000728	0.00000594	0.00000569
P25719	YML078W	0.00000491	0.0000046	0.0000045	0.00000433	0.00000593	0.00000536	0.00000475	0.00000805	0.00000435	0.00000416	0.00000437	0.00000482
P35176	YDR304C	0.000000905	0.0000024	0.00000328	0.00000226	0.00000235	0.0000039	0.00000188	0.0000029	0.000000802	0.00000217	0.000000804	0.00000267
P04802	YLL018C	0.0000128	0.0000139	0.0000145	0.0000131	0.0000149	0.0000162	0.0000141	0.000015	0.0000164	0.0000156	0.0000145	0.0000161
P09624	YFL018C	0.0000183	0.0000204	0.0000152	0.0000177	0.0000233	0.00002	0.000018	0.0000176	0.0000148	0.0000177	0.0000234	0.0000204
P06634	YOR204W	0.00000851	0.00000703	0.00000703	0.00000662	0.00000559	0.0000052	0.00000589	0.00000689	0.00000622	0.00000809	0.00000711	0.00000713
P20447	YGL078C	0.00000133	0.00000124	0.0000017	0.00000089	0.000000663	0.000000788	0.00000179	0.00000165	0.00000181	0.00000173	0.00000149	0.000000753
P24784	YPL119C	0.00000104	0.000000343	0.000000722	0.00000196	0.00000146	0.00000207	0.000000762	0.000000457	0.000000325	0.000000667	0.000000501	0.000000421
0	0	0.00000134	0.000000895	0.00000154	0.000000298	0.00000031	0.000000368	0.00000237	0.00000261	0.00000156	0.000000286	0.000000849	0.00000202
P39976	YEL071W	0.00000625	0.00000641	0.00000477	0.00000551	0.00000629	0.00000389	0.0000046	0.00000604	0.00000503	0.0000074	0.0000143	0.0000102
P46681	YDL178W	0.000002	0.00000188	0.00000195	0.00000177	0.00000257	0.00000179	0.00000206	0.00000261	0.00000212	0.0000017	0.00000178	0.00000209
P31116	YJR139C	0.0000328	0.0000348	0.0000279	0.0000253	0.0000289	0.0000178	0.0000263	0.0000289	0.0000329	0.000034	0.0000356	0.0000345
P39954	YER043C	0.0000196	0.0000192	0.0000192	0.0000118	0.0000138	0.0000173	0.000013	0.0000136	0.0000165	0.0000182	0.0000157	0.0000146
P36008	YKL081W	0.00000904	0.00000702	0.00000804	0.00000869	0.00000981	0.00000817	0.00000849	0.00000732	0.00000801	0.00000905	0.00000875	0.00000926
P29547	YPL048W	0.00000669	0.00000626	0.00000981	0.00000932	0.0000097	0.00000975	0.00000659	0.00000661	0.00000592	0.0000112	0.0000117	0.00000668
Q01217	YER069W	0.0000108	0.00000897	0.00000865	0.00000712	0.00000809	0.00000762	0.00000853	0.00000776	0.00000849	0.00000451	0.00000531	0.00000575
P14126	YOR063W	0.0000221	0.0000207	0.0000278	0.0000175	0.0000203	0.0000182	0.0000294	0.0000217	0.0000238	0.0000187	0.0000217	0.0000228
Q12363	YOR230W	0.0000184	0.0000219	0.0000185	0.0000216	0.0000254	0.0000212	0.0000157	0.0000173	0.0000217	0.00000895	0.0000108	0.00000788
P16140	YBR127C	0.0000143	0.0000141	0.0000116	0.000012	0.0000125	0.0000118	0.0000128	0.0000122	0.000012	0.0000147	0.0000127	0.000016
P12709	YBR196C	0.00000796	0.00000746	0.00000995	0.00000967	0.0000107	0.000012	0.00001	0.00000788	0.00000916	0.0000139	0.0000133	0.0000168
P38011	YMR116C	0.0000375	0.0000399	0.0000321	0.0000261	0.0000286	0.0000339	0.0000301	0.0000345	0.0000318	0.0000304	0.0000363	0.0000318
P09436	YBL076C	0.00000408	0.00000404	0.00000335	0.00000381	0.0000056	0.00000551	0.00000353	0.0000033	0.00000493	0.00000471	0.00000518	0.00000455
P04840	YNL055C	0.0000372	0.0000314	0.0000341	0.0000431	0.0000468	0.000029	0.0000316	0.0000348	0.0000398	0.000024	0.0000267	0.0000306
P32316	YBL015W	0.00000987	0.00000985	0.0000113	0.000013	0.0000223	0.0000168	0.0000125	0.0000137	0.0000143	0.0000192	0.0000248	0.0000236
P00890	YNR001C	0.00000376	0.00000862	0.00000503	0.00000812	0.0000111	0.0000108	0.0000164	0.00000745	0.0000142	0.0000272	0.0000158	0.0000173
P08679	YCR005C	0.00000011	0.000000533	0.000000396	0.000000772	0.00000186	0.000000955	0.00000335	0.000000461	0.0000018	0.00000829	0.00000404	0.00000474
P43635	YPR001W	0.00000148	0.00000175	0.0000013	0.0000024	0.00000293	0.00000161	0.00000168	0.0000012	0.00000165	0.00000125	0.00000166	0.00000139
P07256	YBL045C	0.0000146	0.0000196	0.0000173	0.0000176	0.000015	0.000016	0.0000147	0.0000147	0.0000177	0.000021	0.0000203	0.0000193
P15180	YDR037W	0.000013	0.00000933	0.0000113	0.0000109	0.0000113	0.0000102	0.00000863	0.00000999	0.00000986	0.0000105	0.0000126	0.0000131
Q00711	YKL148C	0.00000784	0.0000103	0.0000088	0.00000825	0.0000121	0.0000125	0.00000727	0.00000931	0.00000783	0.0000112	0.0000102	0.0000107
P47052	YJL045W	0.000000756	0.00000171	0.00000149	0.00000218	0.00000325	0.00000269	0.00000134	0.00000173	0.000000881	0.0000013	0.00000136	0.00000114
P04147	YER165W	0.0000109	0.0000102	0.00000982	0.00000963	0.0000117	0.0000113	0.00000895	0.0000104	0.00000914	0.0000103	0.0000102	0.0000115
P17967	YCL043C	0.0000106	0.00000996	0.0000119	0.0000118	0.000015	0.0000131	0.0000115	0.00000916	0.00000884	0.0000126	0.0000119	0.000014
P40054	YER081W	0.0000095	0.0000076	0.00000764	0.00000657	0.00000624	0.00000812	0.00000753	0.00000828	0.0000111	0.00000992	0.00000844	0.00000763
P40510	YIL074C	0.00000811	0.0000089	0.00000764	0.00000838	0.00000624	0.00000884	0.00000648	0.00000828	0.00000842	0.00000866	0.00000844	0.00000763
P07257	YPR191W	0.0000214	0.0000259	0.0000166	0.0000158	0.0000197	0.0000208	0.0000194	0.0000164	0.0000201	0.0000245	0.0000257	0.0000257
P39015	YLR150W	0.0000354	0.0000297	0.0000274	0.0000329	0.0000291	0.0000346	0.0000334	0.0000272	0.0000348	0.0000333	0.0000384	0.0000293
P07806	YGR094W	0.00000541	0.00000435	0.00000377	0.00000548	0.0000045	0.00000453	0.00000271	0.00000337	0.00000503	0.00000312	0.00000504	0.00000424
P38088	YBR121C	0.00000783	0.00000606	0.00000647	0.0000065	0.00000763	0.00000958	0.0000072	0.00000712	0.00000912	0.00000872	0.00000781	0.00000846
P15705	YOR027W	0.0000106	0.0000068	0.00000821	0.0000132	0.0000114	0.0000142	0.00000779	0.0000111	0.0000069	0.0000116	0.0000105	0.0000148
P23301	YEL034W	0.0000769	0.0000604	0.0000627	0.0000716	0.0000786	0.0000933	0.00008	0.000108038	0.0000681	0.000084	0.0000683	0.000115265
P19211	YJR047C	0.000000549	0.000000514	0.00000108	0.000000484	0.000000504	0.000000599	0.000000404	0.00000231	0.000000487	0.000000465	0.000000488	0.00000116
P53252	YGR086C	0.0000178	0.0000134	0.0000142	0.0000107	0.0000121	0.0000109	0.0000131	0.0000175	0.0000158	0.0000121	0.00000892	0.0000115
Q12230	YPL004C	0.00000898	0.00000667	0.00000625	0.00000478	0.00000738	0.00000682	0.00000661	0.00000806	0.00000795	0.0000053	0.00000481	0.0000067
P17505	YKL085W	0.0000248	0.0000232	0.0000173	0.0000183	0.0000253	0.0000241	0.0000235	0.0000223	0.0000151	0.0000364	0.0000311	0.0000398
P38891	YHR208W	0.0000133	0.0000152	0.00000929	0.0000109	0.0000122	0.0000106	0.0000105	0.00001	0.0000086	0.0000113	0.0000118	0.0000114
P47176	YJR148W	0.00000694	0.0000106	0.00000787	0.00000758	0.00000712	0.00000589	0.00000764	0.0000084	0.00000687	0.00000184	0.00000298	0.0000025
P26637	YPL160W	0.00000398	0.00000372	0.0000031	0.00000351	0.00000365	0.00000409	0.0000026	0.00000286	0.00000394	0.00000318	0.00000416	0.00000247
P39676	YGR234W	0.0000222	0.0000208	0.0000212	0.0000056	0.00000517	0.00000273	0.0000252	0.0000227	0.0000197	0.0000227	0.0000178	0.0000191
P06208	YNL104C	0.0000145	0.0000113	0.00000884	0.00000867	0.00000953	0.0000101	0.0000089	0.00000886	0.0000118	0.00000698	0.00000732	0.00000775
Q12166	YOR108W	0.00000165	0.00000184	0.00000115	0.00000119	0.00000124	0.00000147	0.000000787	0.00000109	0.00000119	0.00000114	0.00000146	0.000000798
P32454	YKL157W	0.00000459	0.00000308	0.000004	0.00000532	0.00000447	0.00000593	0.00000279	0.00000394	0.00000336	0.00000258	0.00000153	0.00000129
P37898	YHR047C	0.00000302	0.00000147	0.00000175	0.00000266	0.00000165	0.0000022	0.00000116	0.00000039	0.00000244	0.000000827	0.00000071	0.000000596
P07342	YMR108W	0.00000936	0.0000066	0.00000721	0.00000473	0.0000053	0.00000768	0.00000551	0.00001	0.00000548	0.00000635	0.00000626	0.00000848
P40069	YER110C	0.00000385	0.0000034	0.00000384	0.0000034	0.00000334	0.00000283	0.00000334	0.00000227	0.00000445	0.00000488	0.00000467	0.00000356
(P0CX35-P0CX36)	YJR145C YHR203C	0.0000379	0.0000374	0.0000308	0.0000249	0.0000367	0.0000268	0.0000441	0.0000375	0.0000283	0.0000239	0.0000234	0.0000345
P38999	YNR050C	0.0000161	0.0000142	0.0000165	0.0000126	0.0000116	0.0000103	0.0000145	0.0000152	0.0000127	0.000021	0.0000193	0.0000162
P38249	YBR079C	0.00000347	0.00000397	0.00000413	0.00000446	0.00000465	0.00000462	0.00000332	0.00000433	0.00000525	0.00000429	0.00000425	0.0000051
P07264	YGL009C	0.00000658	0.00000802	0.00000656	0.00000421	0.00000503	0.00000717	0.00000541	0.00000533	0.00000723	0.0000059	0.00000836	0.00000639
P49367	YDR234W	0.0000102	0.00000693	0.0000089	0.00000773	0.00000848	0.00000534	0.00000544	0.00000563	0.00000616	0.00000823	0.00000697	0.00000762
P15992	YBR072W	0.0000623	0.0000756	0.0000607	0.0000629	0.000052	0.0000469	0.0000641	0.0000814	0.0000659	0.0000242	0.0000234	0.0000247
P10081	YKR059W	0.0000123	0.0000161	0.0000157	0.0000125	0.0000158	0.0000144	0.000015	0.0000107	0.0000171	0.0000221	0.0000191	0.0000194
P00931	YGL026C	0.00000805	0.00000797	0.00000828	0.00000633	0.00000544	0.00000646	0.00000838	0.00000726	0.00000598	0.0000088	0.00000637	0.00000669
P00817	YBR011C	0.0000311	0.0000275	0.000028	0.0000188	0.0000302	0.0000284	0.0000255	0.0000266	0.0000231	0.0000249	0.0000261	0.0000314
